"request f",-1110.0,-1047.19,P
"free euro",-496.31,-459.21,P
cvs micros",-153.78,-143.36,P
"re : vaca",-135.15,-149.1,S
"point of ",-210.13,-227.4,S
"jackrabbi",-681.19,-620.35,P
"ciallis s",-168.0,-156.74,P
"Yes, you ",-252.75,-262.67,S
"URL: http",-195.18,-184.94,P
"During th",-472.37,-459.89,P
"On Friday",-283.25,-302.63,S
"re : loui",-1100.89,-1135.33,S
"news : co",-2042.4,-1929.79,P
"haskins l",-760.34,-861.38,S
You Have W",-108.06,-97.9,P
"free hot ",-310.28,-286.56,P
get a univ",-135.93,-132.41,P
"Snoring p",-4797.23,-4410.42,P
"paliourg ",-351.22,-336.0,P
"citing e-",-6172.9,-6654.58,S
"Lowest ra",-200.91,-179.58,P
"new book ",-653.38,-779.37,S
"URL: http",-118.82,-125.64,S
"sum : non",-3056.44,-3451.1,S
"re : [ 1 ",-830.76,-755.35,P
"One more ",-112.92,-113.57,S
"use Perl ",-468.3,-505.64,S
"    >> ..",-111.74,-119.8,S
"YOU CAN M",-880.85,-884.49,S
"I have pe",-597.46,-643.88,S
"important",-166.97,-156.19,P
"Bonjour, ",-349.25,-369.25,S
"absolute ",-104.87,-103.46,P
"This situ",-391.05,-412.93,S
"New Web T",-629.21,-610.97,P
"interview",-144.24,-155.45,S
"This is a",-42.08,-43.24,S
"clear lak",-184.37,-188.86,S
"now this ",-469.18,-436.01,P
"URL: http",-8.27,-8.47,S
==========",-104.93,-96.05,P
"we have b",-160.46,-143.35,P
"Vigoral A",-473.8,-422.67,P
"Adam Bebe",-260.36,-271.24,S
re [ 1 ] c",-19.38,-21.23,S
"risk maga",-315.46,-327.88,S
"start dat",-269.79,-316.27,S
"custom so",-906.17,-876.75,P
"bp amoco ",-308.44,-334.44,S
"URL: http",-129.61,-135.06,S
"_ super _",-477.46,-454.25,P
"Can anybo",-239.96,-253.5,S
"solo para",-309.23,-287.18,P
"URL: http",-13.47,-14.12,S
"mortgage ",-315.78,-283.47,P
"re : rece",-509.88,-531.46,S
"workshop ",-880.27,-1058.81,S
"On Mon, 2",-252.85,-279.35,S
"I apologi",-541.01,-571.39,S
"On Tue, A",-470.26,-494.37,S
"rolex wat",-259.22,-234.34,P
"two stock",-4177.47,-4007.51,P
"Thema Ord",-1228.81,-1129.7,P
"toc : lin",-756.45,-878.79,S
"re : 6 . ",-233.21,-285.33,S
"pharmaceu",-130.84,-127.35,P
"how are y",-48.84,-48.46,P
"eix / eme",-1751.38,-1815.06,S
Mother Nat",-203.35,-191.2,P
( no subje",-182.91,-149.42,P
"So then, ",-665.99,-718.79,S
"this will",-111.23,-98.8,P
"fw : a / ",-1408.98,-1473.19,S
"Hi, I wan",-66.51,-69.94,S
"URL: http",-86.43,-84.1,P
"Rohit Kha",-904.0,-951.8,S
"enron men",-8377.72,-8609.68,S
"extra tim",-590.58,-506.58,P
"http://me",-3371.05,-3517.02,S
"Hi,this i",-128.64,-137.87,S
"plenty to",-598.19,-566.13,P
"am a (tv)",-304.56,-328.49,S
"OFFICE OF",-1481.9,-1425.26,P
empty",-8.75,-8.4,P
"cartier ,",-154.45,-148.72,P
"informati",-145.32,-141.11,P
"singapore",-172.52,-184.83,S
"enron / h",-23.2,-26.92,S
"global po",-2681.58,-2558.55,P
"les temps",-1035.43,-1084.67,S
"re : mete",-284.84,-315.71,S
"accuracy ",-751.8,-866.11,S
"vince kam",-1424.49,-1531.09,S
"sum : rep",-2729.51,-2991.39,S
"On Fri, 6",-739.69,-783.1,S
"enron men",-16671.07,-17082.23,S
iv for ram",-50.46,-60.77,S
"CDale URL",-170.56,-183.82,S
"hi if you",-94.63,-81.32,P
"cheap onl",-246.55,-220.79,P
"very chea",-324.14,-290.04,P
"human sen",-819.08,-935.42,S
"distribut",-2841.31,-3212.39,S
"listing o",-3730.66,-3897.18,S
"the natio",-435.96,-478.01,S
"re : regr",-2408.01,-2711.3,S
"prob of d",-176.65,-193.03,S
"materials",-129.32,-143.59,S
"pacling 9",-2690.28,-3186.06,S
"re : in c",-415.14,-436.34,S
re : sorry",-48.57,-57.61,S
"become an",-454.64,-443.86,P
"Come clai",-385.39,-348.65,P
"> On Thu,",-370.42,-400.5,S
"enron in ",-1015.19,-1034.79,S
"Dear fma ",-1029.41,-926.38,P
"Once upon",-422.34,-448.36,S
"re : qs :",-317.12,-340.57,S
"request b",-509.84,-539.58,S
"you will ",-183.78,-182.18,P
"Today's H",-1196.13,-1211.98,S
"conv / di",-153.85,-180.07,S
"fw : cred",-575.3,-597.88,S
"[Sorry fo",-829.78,-802.98,P
"INTEREST ",-214.37,-191.63,P
"she ' s n",-309.75,-308.64,P
"use Perl ",-593.92,-616.61,S
"matem├íti",-308.84,-284.89,P
"re : visi",-708.51,-766.73,S
summary po",-32.94,-40.97,S
"out of of",-102.95,-99.6,P
"re : 6 . ",-700.32,-725.55,S
"Are there",-99.52,-99.99,S
"looking f",-1345.26,-1304.8,P
"Why am I ",-700.07,-740.33,S
"profit fr",-1502.55,-1411.67,P
"only if y",-260.73,-244.69,P
no # 1 dru",-156.79,-140.14,P
"surplus i",-1060.02,-1118.44,S
"you would",-902.04,-829.34,P
citi spoke",-185.01,-201.29,S
"revisedc",-211.56,-223.51,S
"small cap",-4647.15,-4607.4,P
" Remove y",-99.99,-93.45,P
98 - 6892 ",-59.85,-65.96,S
popular so",-260.25,-242.71,P
"available",-1046.9,-1204.48,S
"wayne tow",-606.03,-646.3,S
">That God",-484.29,-492.33,S
win a turb",-219.0,-191.07,P
"iris mack",-439.43,-463.37,S
"raptor po",-589.33,-658.65,S
"begin for",-1869.47,-1949.14,S
"win $ 300",-381.56,-332.62,P
"Your appl",-517.26,-490.8,P
"available",-441.68,-525.11,S
catv meaty",-733.24,-667.78,P
"contact n",-585.58,-621.32,S
"montana v",-82.41,-81.96,P
"ZDNet Anc",-773.29,-789.65,S
"proposed ",-248.04,-268.28,S
"At 13:06 ",-489.31,-519.5,S
"the natio",-587.07,-558.58,P
"URL: http",-291.42,-297.53,S
"* both . ",-252.05,-273.72,S
empty",-8.75,-8.4,P
"angels - ",-641.37,-624.64,P
"URL: http",-9.02,-10.54,S
"On Wed, 2",-504.85,-505.34,S
"fw : vict",-217.66,-237.29,S
"looking f",-364.7,-360.88,P
"URL: http",-90.94,-92.67,S
empty",-8.75,-8.4,P
"re : 5 . ",-2368.01,-2616.56,S
"new ! cia",-295.31,-273.34,P
"3 . 25 ra",-268.26,-259.97,P
new book p",-65.48,-71.74,S
"williams ",-214.94,-222.93,S
"germanic ",-193.7,-248.68,S
"re : i ' ",-82.01,-84.21,S
"Commentar",-242.65,-216.64,P
"northeast",-288.73,-300.46,S
"Opportuni",-575.59,-529.78,P
"telephone",-322.29,-356.89,S
re : trade",-76.84,-88.14,S
"URL: http",-73.46,-76.86,S
"message 3",-59.32,-74.59,S
"acquisiti",-184.02,-211.81,S
empty",-8.75,-8.4,P
"your prem",-772.61,-711.96,P
"reviseda",-63.23,-71.31,S
"re : remo",-1213.52,-1340.52,S
"> Or you ",-305.71,-312.13,S
"defs may ",-161.68,-166.29,S
"re : deal",-1353.02,-1438.69,S
"URL: http",-47.56,-55.85,S
"forbruceg",-269.94,-271.27,S
summer rx ",-685.8,-637.6,P
"I'm liste",-112.21,-119.23,S
"all graph",-473.12,-369.24,P
"toc : jou",-582.08,-667.27,S
"re : gues",-738.94,-765.58,S
"fw : 2 / ",-171.51,-191.5,S
"free tria",-658.18,-654.09,P
"Once upon",-339.21,-362.7,S
"use Perl ",-283.28,-308.26,S
save your ",-201.71,-186.52,P
"12 th nom",-114.23,-127.13,S
pg & e tex",-148.26,-162.44,S
"prescript",-160.91,-153.6,P
hey there ",-152.57,-143.17,P
"URL: http",-10.0,-9.17,P
empty",-8.75,-8.4,P
"Hi all,I ",-291.04,-296.0,S
"re : it c",-52.68,-55.87,S
"applicati",-354.52,-347.38,P
"claim you",-1564.86,-1431.75,P
"has anyon",-155.73,-158.09,S
"there ' s",-358.3,-373.13,S
"Doctors O",-554.79,-483.59,P
"male enha",-674.78,-631.98,P
"re , why ",-132.03,-111.15,P
"hpl nom f",-19.89,-23.36,S
empty",-8.75,-8.4,P
Just cvs u",-70.79,-79.2,S
"re : nom ",-110.85,-122.52,S
"journal l",-1930.09,-2147.62,S
"re : kwi ",-1451.55,-1577.66,S
"re : surp",-409.95,-389.09,P
"vi ' a ' ",-268.43,-239.98,P
"summary o",-537.01,-604.37,S
"the most ",-141.48,-135.89,P
"you maybe",-384.53,-346.27,P
"very cool",-377.11,-347.4,P
"CNET Viru",-831.44,-846.55,S
reduzca su",-55.72,-49.49,P
save your ",-201.71,-186.52,P
"re : dare",-194.3,-225.97,S
"sap id - ",-1059.7,-1106.16,S
"start dat",-79.14,-89.95,S
"re : zaku",-111.95,-115.45,S
"re : agen",-401.22,-447.46,S
">There is",-598.29,-621.43,S
"technical",-523.53,-544.81,S
gracious m",-212.7,-196.76,P
"enron men",-5844.22,-6017.54,S
"[ ilug ] ",-1269.17,-1208.94,P
"home page",-319.41,-325.02,S
empty",-8.75,-8.4,P
"On Mon, 2",-448.05,-474.49,S
"re : the ",-2507.26,-2409.02,P
"Sean O'Do",-215.57,-231.34,S
"├é┬áAppar",-2884.52,-2920.18,S
basis blow",-103.49,-112.31,S
"want some",-635.55,-569.33,P
empty",-8.75,-8.4,P
"re : thur",-456.3,-491.66,S
"eol and e",-1073.45,-1151.3,S
"I won't b",-64.65,-67.1,S
"re : tues",-178.96,-202.42,S
"vital hel",-1113.21,-1051.71,P
"urgent ne",-183.69,-170.72,P
"workshop ",-2867.28,-3278.5,S
"oneok wes",-305.64,-335.35,S
"problem i",-866.77,-914.63,S
"mid - yea",-863.69,-934.02,S
"erec : tu",-117.06,-111.18,P
" _   _ __",-7152.18,-7256.02,S
pleased to",-8.34,-8.85,S
"phonology",-1641.19,-2001.47,S
are you lo",-117.94,-105.29,P
"<!-- body",-5933.44,-5998.51,S
"calpine d",-96.78,-109.25,S
"this is a",-672.75,-652.71,P
"language ",-3157.44,-3617.19,S
re : your ",-46.64,-39.81,P
"summer in",-2090.24,-2251.18,S
"new books",-665.72,-773.5,S
"fw : hell",-1246.29,-1309.84,S
"special r",-193.65,-188.2,P
"New Web T",-629.21,-610.97,P
"happy day",-1212.16,-1112.89,P
"re : regi",-118.87,-116.24,P
"maniacal ",-116.7,-106.83,P
"re : swap",-816.24,-852.21,S
"confirm y",-161.13,-158.42,P
"---------",-67.72,-63.39,P
no more in",-0.5,-0.93,S
"Do you dr",-302.33,-276.76,P
"awesome m",-694.34,-689.43,P
"On Thu, 1",-239.22,-252.5,S
"need word",-254.9,-276.12,S
" life wit",-968.75,-929.07,P
"New Page ",-363.5,-342.19,P
empty",-8.75,-8.4,P
"2nd acm i",-859.96,-966.18,S
URL: http:",-134.76,-150.11,S
"photos mo",-400.98,-394.82,P
"charity s",-1200.93,-1115.18,P
"absolutel",-746.66,-703.0,P
"for your ",-314.97,-311.67,P
"your comp",-1885.68,-1749.31,P
"NEW PRODU",-760.26,-749.69,P
"take adva",-191.77,-177.45,P
"fw : [ fw",-719.17,-764.71,S
"summer jo",-1084.4,-1132.85,S
"├â┬┐FFFFA",-67.46,-66.61,P
"all, I po",-1233.39,-1276.55,S
"think tha",-1449.83,-1532.46,S
"distance ",-235.05,-247.13,S
"what  the",-3324.08,-3210.48,P
"And of co",-108.95,-111.04,S
"< >> I do",-852.68,-935.61,S
"Original ",-363.49,-397.35,S
"re : prio",-1139.29,-1191.55,S
"Gary Lawr",-440.81,-451.17,S
"be a  big",-402.07,-378.36,P
"    Date:",-192.08,-206.08,S
----------",-0.5,-0.93,S
"hey ! v a",-2598.46,-2396.35,P
"Dear Sir,",-980.32,-946.73,P
"real esta",-844.77,-793.99,P
"re : gtv ",-2476.3,-2669.05,S
"proposal ",-979.21,-930.35,P
"\ / 1 cod",-188.28,-183.59,P
"Make 20% ",-433.14,-405.73,P
"Protect y",-560.56,-509.06,P
"hpl nom f",-19.89,-23.36,S
"enron men",-15775.63,-16454.37,S
"!Want to ",-289.39,-275.22,P
"Attention",-584.59,-562.76,P
"hey , do ",-137.65,-145.1,S
"> John Ha",-234.97,-242.1,S
"hey what ",-194.84,-196.29,S
"When Amer",-412.32,-370.47,P
"plant out",-228.3,-244.87,S
"summary :",-1939.25,-2039.47,S
"you can s",-256.61,-221.27,P
">>From th",-1256.47,-1182.62,P
"re : 5 . ",-240.44,-282.76,S
"conferenc",-326.17,-385.77,S
we will gu",-95.09,-90.99,P
"If you ar",-624.32,-598.82,P
"FREE* cKb",-653.02,-600.27,P
"departmen",-1138.11,-1136.4,P
"www.low-i",-979.88,-900.19,P
"├é┬á├é┬áD",-416.69,-366.34,P
"perfect l",-254.88,-221.57,P
"recent of",-95.21,-101.69,S
"order rol",-326.22,-298.07,P
"45 - ud .",-1033.51,-955.97,P
empty",-8.75,-8.4,P
"fw : resu",-498.07,-536.46,S
"been runn",-666.15,-718.59,S
"ape langu",-593.93,-677.92,S
netco list",-41.61,-46.8,S
"picks fro",-4168.31,-3820.14,P
"revised:",-96.08,-113.55,S
"request f",-1400.37,-1328.41,P
"re : 3 . ",-227.58,-270.26,S
"attention",-1612.06,-1479.48,P
"negation ",-3089.04,-3725.44,S
"Hello, jm",-269.29,-230.2,P
"epower : ",-114.68,-126.09,S
"sum : mor",-8804.87,-9689.19,S
"URL: http",-329.01,-350.81,S
"are you c",-669.17,-628.93,P
"congratul",-18.61,-17.14,P
"Our delig",-492.6,-462.99,P
empty",-8.75,-8.4,P
"free ltc ",-669.46,-641.29,P
"traders d",-3299.84,-3128.65,P
"you ' ll ",-573.33,-526.59,P
"Gary Lawr",-569.22,-599.28,S
"> Softwar",-848.15,-865.54,S
"On Mon, A",-635.8,-673.73,S
"revision ",-64.0,-75.92,S
"On Tue, A",-290.13,-320.32,S
"repelled ",-3893.78,-3555.27,P
"enron who",-141.45,-141.5,S
"technical",-265.04,-286.67,S
"version d",-332.4,-307.12,P
"More than",-496.31,-518.16,S
"pal ' you",-510.37,-483.71,P
"sum : ger",-1275.3,-1373.39,S
"Ryan, Sha",-404.53,-421.07,S
"re : hpl ",-414.38,-444.33,S
"position ",-355.6,-375.24,S
secretly r",-230.2,-206.67,P
In emacs r",-81.28,-84.52,S
"Greetings",-1051.27,-998.61,P
"On Pungen",-213.76,-237.42,S
"Robert Ha",-531.01,-559.35,S
"baytown 1",-796.06,-896.46,S
"graduate ",-1327.08,-1513.47,S
"> However",-276.66,-287.44,S
"congratul",-1235.71,-1133.55,P
"re : acco",-984.3,-891.57,P
"brand new",-304.64,-293.34,P
"Chris Hau",-175.3,-174.66,P
"cheap via",-245.16,-219.13,P
"atelier d",-1537.97,-1748.12,S
">>>>> K =",-1163.31,-1200.98,S
"californi",-1571.39,-1667.56,S
Newest Uni",-193.35,-177.19,P
"This is a",-210.94,-225.4,S
"localized",-213.25,-194.01,P
"Gotta won",-478.63,-497.1,S
"So then, ",-346.21,-355.46,S
actinium b",-355.43,-332.3,P
"had conf ",-297.77,-319.54,S
"erisk ico",-717.43,-714.44,P
"pdci de -",-212.65,-214.43,S
"re :  v [",-16.73,-15.37,P
"Vigoral A",-473.8,-422.67,P
copano cha",-59.9,-72.85,S
"job openi",-796.41,-934.18,S
"Tremendou",-275.83,-244.75,P
"floor spa",-411.8,-447.24,S
empty",-8.75,-8.4,P
"f . o . m",-408.18,-453.96,S
"clear ben",-664.9,-617.37,P
"flatbed d",-1858.53,-1693.92,P
"URL: http",-3672.52,-3849.88,S
career opp",-9.52,-9.72,S
"is just a",-874.15,-926.75,S
"meet her ",-120.12,-111.39,P
"query : w",-652.86,-760.13,S
"hello bro",-362.71,-336.82,P
"sea robin",-127.68,-142.28,S
"who watch",-89.37,-94.06,S
"Forwarded",-332.98,-336.78,S
that stuff",-123.4,-120.14,P
"On Tue, J",-397.59,-414.64,S
"best pric",-262.21,-212.74,P
empty",-8.75,-8.4,P
fw : hungr",-36.5,-35.35,P
"posting l",-84.79,-91.37,S
"call work",-997.95,-1179.72,S
"contacts ",-770.51,-851.99,S
elsnet how",-12.2,-13.46,S
"re : cong",-80.19,-93.84,S
" If you w",-964.72,-915.71,P
"Do You Wa",-575.32,-551.61,P
re : what ",-195.45,-186.89,P
"On Thu, 2",-148.2,-153.66,S
"hp ink ca",-1038.1,-970.77,P
"help on d",-867.36,-916.66,S
"hot onlin",-629.76,-556.9,P
"call me t",-419.67,-400.9,P
"here are ",-232.55,-224.75,P
"i can ' t",-351.97,-334.76,P
"customer ",-587.86,-602.44,S
empty",-8.75,-8.4,P
"re : aust",-317.35,-338.7,S
"5th wolli",-1897.33,-2192.1,S
"confident",-4754.88,-4436.65,P
empty",-8.75,-8.4,P
">>>From t",-321.29,-329.82,S
"hea sport",-894.64,-902.37,S
"hedging l",-749.25,-807.33,S
"1) Claim ",-165.34,-154.99,P
"I recentl",-259.6,-267.21,S
"fyi i lef",-14.13,-15.19,S
"They are ",-686.23,-679.58,P
"symposium",-591.53,-650.31,S
"From: htt",-563.07,-577.04,S
a only sol",-92.28,-77.59,P
"> MF> I d",-633.35,-676.8,S
"we have r",-212.97,-192.88,P
"global in",-288.89,-316.61,S
"this viag",-114.37,-112.65,P
fortune he",-26.46,-23.98,P
"floor hea",-557.22,-536.91,P
"No analys",-8007.83,-8186.39,S
"ecdl98 - ",-5320.78,-5916.8,S
"www.low-i",-979.88,-900.19,P
"> The mos",-628.72,-645.73,S
"inexpensi",-261.9,-233.5,P
"get new c",-129.68,-121.85,P
"collectiv",-1181.54,-1355.0,S
"sum of ch",-440.77,-491.52,S
"Heh, ten ",-897.55,-950.41,S
"yen outlo",-320.11,-361.34,S
"    TP> A",-214.5,-219.05,S
"free term",-477.46,-435.83,P
"Forwarded",-354.97,-356.37,S
"firm tran",-175.4,-185.24,S
"http://ww",-238.67,-254.5,S
"are you r",-181.51,-158.26,P
"fyi - el ",-1191.01,-1215.09,S
"special r",-193.65,-188.2,P
"malay / i",-292.16,-365.79,S
"call for ",-1049.18,-1147.71,S
"wow , sup",-339.21,-332.66,P
It costs n",-250.26,-231.36,P
"make some",-441.8,-414.02,P
"Tech Upda",-1838.89,-1844.24,S
"How about",-324.01,-338.86,S
"fw : re :",-1297.74,-1162.96,P
"the engli",-326.05,-376.41,S
"phonology",-719.66,-858.56,S
empty",-8.75,-8.4,P
"storage m",-364.48,-395.69,S
"re : mscf",-290.62,-315.53,S
"cornshuck",-137.29,-146.79,S
"re : summ",-1522.46,-1672.53,S
"NO MONEY ",-374.31,-356.64,P
"Welcome t",-3358.21,-3438.8,S
"re : waha",-1816.55,-1937.24,S
"aquila he",-220.11,-237.68,S
"job - uni",-350.14,-405.09,S
">From Hi-",-202.33,-192.85,P
"a linguis",-714.71,-800.33,S
"On Mon, 2",-448.38,-470.21,S
"re : math",-603.76,-643.61,S
"industria",-100.62,-114.75,S
"> I may b",-581.93,-602.72,S
"buy darvo",-536.85,-487.97,P
"On Fri, A",-249.61,-263.4,S
"Save up t",-527.04,-465.6,P
"So do you",-414.22,-430.42,S
"be first ",-392.89,-379.93,P
"start dat",-79.14,-89.95,S
"socioling",-2165.01,-2557.92,S
"are you r",-165.37,-145.39,P
"re : conn",-1776.89,-1910.81,S
Is there a",-37.09,-36.82,P
"continue ",-292.29,-306.35,S
"californi",-175.32,-195.38,S
"Marc,Ther",-1548.83,-1613.14,S
"a persona",-6801.68,-6465.12,P
"implement",-1078.69,-1111.55,S
"Inn Share",-254.86,-271.95,S
"oulipo i ",-177.8,-202.81,S
"> Who los",-440.84,-449.62,S
">>>>> S =",-1597.52,-1673.69,S
"re : enro",-344.81,-369.27,S
"any med f",-179.03,-159.58,P
"reference",-284.24,-323.6,S
cheap pres",-235.78,-206.88,P
caiso noti",-53.04,-59.01,S
"losing yo",-621.45,-536.95,P
"Free Debt",-894.58,-839.51,P
"review : ",-10397.24,-11820.19,S
"cialis wi",-184.88,-183.71,P
Did someon",-43.05,-44.63,S
mexican ph",-31.68,-24.31,P
"domain na",-566.4,-526.33,P
"http://yo",-930.76,-963.27,S
empty",-8.75,-8.4,P
"URL: http",-11.86,-14.12,S
"avistar u",-237.68,-247.78,S
"fw : cali",-233.49,-258.94,S
"eol prese",-330.21,-362.14,S
"re : brya",-239.34,-267.98,S
"John Hall",-164.33,-171.06,S
"conferenc",-1990.94,-2388.55,S
control an",-135.01,-153.32,S
"take adva",-232.08,-219.63,P
"carnival ",-189.32,-167.72,P
"finnish h",-1183.86,-1417.25,S
"Doom 3 wi",-425.83,-454.64,S
    STOP P",-190.11,-169.74,P
"dave neub",-195.21,-204.13,S
"intellige",-5096.37,-5685.74,S
"On Sat, A",-151.27,-161.76,S
"5000 full",-73.62,-65.68,P
"Intereste",-173.71,-156.21,P
<!--a {  t",-172.0,-158.91,P
edrugs onl",-144.34,-137.92,P
"resume - ",-296.49,-313.99,S
"On Fri, 6",-741.34,-771.9,S
">  in add",-391.56,-396.2,S
"On Fri, A",-580.3,-606.1,S
"get xanax",-721.76,-652.87,P
"toner sup",-1616.6,-1413.01,P
"bay cigar",-272.14,-250.29,P
"are you a",-3593.64,-3287.97,P
"re : enro",-583.2,-679.76,S
"fw : pma ",-1024.12,-1052.25,S
"de la par",-1107.48,-1084.39,P
"On Sun, 2",-391.85,-426.06,S
sofwtare t",-200.39,-175.29,P
"nlp + ia ",-2640.52,-2968.66,S
"schedule ",-116.57,-131.35,S
"global sy",-143.61,-160.36,S
"dialog ' ",-1735.85,-2044.77,S
"re : fed ",-601.37,-654.36,S
"The trend",-3665.17,-3712.26,S
"have you ",-169.67,-168.17,P
"David Nea",-452.89,-475.5,S
"Paul Kell",-447.53,-474.47,S
"re : may ",-719.4,-783.34,S
"save your",-64.17,-58.11,P
"Normally,",-939.01,-968.98,S
"total pro",-485.61,-454.36,P
"ok, thanx",-658.4,-702.19,S
"tahnks a ",-219.15,-211.13,P
"re : brag",-783.31,-726.3,P
re : young",-51.21,-47.82,P
">David as",-872.34,-897.63,S
"new book ",-621.35,-709.56,S
"On Fri, 6",-357.23,-370.35,S
"Matthias ",-420.28,-442.72,S
"tiger tea",-185.16,-198.34,S
"article :",-97.95,-108.12,S
"Free spor",-267.33,-245.35,P
"canada ma",-360.4,-380.44,S
"http://ne",-208.12,-222.99,S
"mistress ",-887.51,-781.35,P
"research ",-572.45,-620.72,S
"hpl nom f",-25.53,-28.98,S
"!Want to ",-289.39,-275.22,P
"use Perl ",-664.52,-712.09,S
lance ' s ",-42.42,-45.65,S
"phonology",-597.56,-712.3,S
"update . ",-1937.78,-2032.91,S
"ranlp : c",-3988.32,-4515.32,S
"re : our ",-238.79,-236.37,P
"May 7, 20",-7103.94,-7056.15,P
"summer ma",-624.36,-599.54,P
"Hello,Thi",-193.71,-190.25,P
"summary d",-2389.56,-2658.79,S
"Hi,I'm go",-179.39,-186.14,S
empty",-8.75,-8.4,P
"updates h",-844.49,-891.77,S
"your appl",-602.86,-560.98,P
"this the ",-326.37,-348.16,S
----------",-51.97,-52.9,S
"asian - l",-190.32,-201.42,S
"personal ",-1756.79,-1627.13,P
"On Tue, 1",-304.67,-329.73,S
"On 08/08/",-349.28,-368.09,S
"table of ",-797.87,-913.74,S
"fw : 3 rd",-398.99,-437.54,S
"dates / i",-486.26,-509.93,S
I had post",-170.08,-183.25,S
"this week",-271.92,-275.51,S
"> From: T",-635.76,-686.49,S
"what is e",-655.36,-613.28,P
"save on u",-1740.75,-1655.47,P
"[Barry]> ",-368.69,-383.45,S
"re : my ,",-5502.96,-5162.62,P
"enron jap",-370.99,-399.04,S
"enron / h",-9.59,-11.82,S
"Can anyon",-378.03,-389.72,S
"referenci",-2412.7,-2572.08,S
"Weird... ",-1336.36,-1406.92,S
= ? utf - ",-173.83,-165.0,P
metaphor f",-197.27,-245.83,S
"organizat",-1860.7,-2022.8,S
">Anyway I",-253.17,-275.38,S
"you can s",-1028.65,-966.3,P
empty",-8.75,-8.4,P
"re : fw :",-96.71,-104.55,S
"summary o",-1390.4,-1578.46,S
get it on ",-403.36,-371.81,P
"fw : quip",-1743.22,-1733.29,P
"hpl noms ",-26.94,-31.68,S
"fw : summ",-3453.14,-3666.65,S
"I'm not f",-304.64,-320.57,S
"hi paliou",-557.73,-485.1,P
"hpl statu",-41.28,-47.4,S
"Useful fo",-852.18,-814.39,P
"monocular",-3338.41,-3076.81,P
"announcem",-597.49,-674.52,S
"tk choose",-450.99,-433.64,P
"    Date:",-441.08,-465.86,S
"fw : hubc",-198.58,-225.14,S
"is her so",-185.01,-174.07,P
" Take you",-295.96,-278.05,P
"et & s bu",-579.45,-642.12,S
"m . a . i",-848.66,-1023.04,S
"jeonju un",-534.23,-580.0,S
"Rape Sex!",-161.64,-149.31,P
"hotlist l",-117.29,-132.64,S
empty",-8.75,-8.4,P
"same effe",-1750.36,-1591.91,P
"lucky you",-307.93,-282.48,P
your tests",-112.0,-102.64,P
"On Mon, 9",-407.24,-437.86,S
benachrich",-38.29,-37.17,P
"your advi",-926.05,-1003.9,S
delivery s",-79.98,-81.67,S
"neurophys",-309.82,-344.03,S
"But how d",-221.07,-229.61,S
total da l",-36.46,-39.16,S
"ny march ",-745.35,-820.28,S
"reverse a",-762.3,-674.55,P
"---------",-102.71,-93.35,P
"e & p com",-144.35,-152.85,S
"invitatio",-99.43,-101.57,S
"why make ",-283.58,-266.05,P
"I specify",-476.98,-509.65,S
"sap expen",-512.82,-509.36,P
"re : get ",-110.36,-120.47,S
el paso as",-430.3,-448.46,S
"fw : enri",-286.43,-299.59,S
"bandwidth",-319.75,-341.0,S
"Errr... n",-86.88,-88.3,S
"Dear Sir,",-383.24,-381.87,P
"you opini",-595.91,-577.78,P
"five tx p",-412.26,-434.69,S
do you kno",-384.62,-359.1,P
"fantastic",-749.76,-786.92,S
"start dat",-79.14,-89.95,S
"relative ",-803.48,-834.05,S
- -  > dir",-159.88,-157.17,P
"re : grad",-142.7,-143.53,S
vacation i",-109.18,-119.92,S
"list admi",-146.04,-149.02,S
"Professio",-133.15,-121.68,P
"Give me 5",-601.36,-558.21,P
"lst rev a",-256.96,-276.62,S
"Medial Ne",-1326.05,-1267.96,P
"Do you wa",-296.54,-275.8,P
"dear ther",-70.38,-68.78,P
"fw : ques",-1259.69,-1344.03,S
greatest o",-251.18,-218.56,P
"Vipul Ved",-270.72,-299.69,S
"---------",-45.27,-48.63,S
"URL: http",-672.63,-675.66,S
"re : lond",-1485.25,-1629.28,S
"would you",-402.29,-420.85,S
"This is m",-292.49,-314.36,S
"meter 980",-163.63,-182.87,S
"enron pro",-531.18,-574.67,S
"URL: http",-372.69,-380.42,S
"Chris sai",-806.62,-857.04,S
"dallas tr",-134.28,-148.89,S
"> er, i u",-354.97,-386.32,S
"I develop",-724.69,-741.24,S
"long slee",-575.32,-588.9,S
"cartoons ",-239.36,-258.68,S
"fw : here",-193.25,-212.53,S
"it ' s no",-394.75,-392.28,P
= ? iso - ",-79.57,-74.49,P
"free adul",-245.6,-224.35,P
"fw : did ",-339.59,-320.07,P
"tw bullet",-1540.55,-1619.6,S
"Hi All,An",-429.29,-454.88,S
"Yes, I kn",-278.99,-295.17,S
"It seems ",-210.76,-221.1,S
"survey of",-1230.18,-1290.91,S
"eol stuff",-562.27,-595.05,S
"re : empl",-776.78,-836.02,S
"dewbre pe",-76.11,-87.78,S
take contr",-55.24,-47.88,P
"words tha",-564.83,-611.69,S
"Once upon",-297.85,-329.41,S
"revisedh",-1044.43,-1116.75,S
"you need ",-204.86,-191.67,P
"new produ",-609.55,-546.52,P
"-----BEGI",-103.94,-115.06,S
"impress w",-506.08,-485.21,P
"the reaso",-488.83,-434.2,P
"= ? iso -",-179.88,-173.59,P
"united wa",-499.87,-541.94,S
